Year,Month,Segment,Country,Units_Sold,Gross_Sales,Profit
2014,November,Consumer,USA,4516,746847.82,66300.55
2013,August,Small Business,Australia,1992,279545.68,22760.27
2013,December,Home Office,Australia,1341,60994.02,4473.68
2013,July,Corporate,Germany,2727,375786.4,69153.49
2014,October,Home Office,Canada,1794,351999.98,69689.86
2013,June,Home Office,Canada,3353,295697.21,50258.12
2014,November,Small Business,UK,2833,526826.06,54263.38
2014,March,Corporate,UK,3005,538825.13,50524.7
2013,May,Small Business,UK,4597,699635.62,114847.12
2014,February,Home Office,Germany,1971,349010.3,50304.53
2013,August,Small Business,Germany,4520,583908.57,64145.71
2014,November,Corporate,India,3573,636367.95,65384.69
2014,March,Home Office,USA,860,169377.0,16804.25
2013,April,Small Business,Canada,1204,234565.05,19862.41
2014,October,Consumer,Germany,552,65562.1,11467.65
2013,August,Home Office,USA,4656,699214.91,83255.88
2014,July,Consumer,USA,4888,228504.21,45328.04
2014,April,Consumer,Germany,3401,514521.72,62425.34
2013,September,Small Business,UK,2705,31021.29,2449.84
2014,July,Corporate,Canada,3843,359223.9,67498.09
2014,February,Consumer,USA,3275,543709.85,88011.29
2014,October,Home Office,USA,1656,174443.26,29377.37
2013,November,Corporate,Canada,702,116293.51,24852.99
2013,May,Home Office,Canada,3978,632424.62,62015.62
2014,March,Home Office,Canada,4586,388786.43,44281.17
2014,January,Consumer,UK,3514,342039.28,42183.79
2014,November,Consumer,India,3913,701898.03,145853.54
2014,August,Small Business,India,3350,333143.75,17977.5
2013,June,Home Office,Germany,2707,234937.24,16036.76
2014,August,Consumer,Australia,4483,550638.27,89179.38
2014,May,Small Business,India,1510,285299.34,69042.65
2014,December,Corporate,Australia,1104,102162.05,17766.18
2014,September,Home Office,Australia,112,2842.6,190.77
2014,April,Corporate,India,1179,167197.33,31879.92
2013,April,Home Office,Canada,241,10569.22,1995.53
2013,August,Home Office,Germany,649,116272.92,25301.76
2014,December,Consumer,Australia,958,148007.13,21930.23
2014,December,Home Office,UK,1467,284621.44,38099.43
2013,June,Small Business,India,441,20685.1,1345.29
2013,January,Corporate,Australia,2177,366012.99,35894.68
2013,May,Consumer,Australia,1692,162619.62,40144.06
2013,February,Home Office,Canada,1214,134316.44,26585.63
2013,January,Home Office,USA,2195,119428.51,10036.0
2013,June,Consumer,Australia,770,119393.91,27049.13
2013,January,Small Business,Australia,2592,467915.32,51927.34
2013,June,Small Business,Canada,3898,504004.11,95470.44
2014,April,Small Business,UK,4581,613763.76,61394.36
2013,April,Consumer,USA,771,109655.79,13833.61
2013,July,Consumer,USA,3487,67862.27,10297.75
2014,April,Consumer,Germany,859,112110.02,8786.93
2013,October,Small Business,Australia,1685,225735.05,27711.42
2014,November,Consumer,Australia,855,66842.61,10895.0
2013,March,Corporate,India,2389,306420.0,41116.37
2013,March,Consumer,UK,324,35422.96,6031.85
2013,December,Consumer,India,1045,103299.86,15395.99
2014,July,Small Business,India,1530,78184.62,8946.43
2014,June,Corporate,Germany,2240,336757.31,81740.01
2013,May,Corporate,USA,3440,562302.54,34048.91
2014,November,Small Business,Australia,2970,192419.12,21623.25
2014,May,Consumer,Canada,3328,230206.65,34771.08
2013,September,Corporate,Canada,2470,272436.14,51676.94
2013,September,Corporate,Germany,4603,62409.13,11639.1
2013,August,Corporate,Canada,3643,672263.73,35167.82
2013,May,Consumer,UK,3606,668541.85,64637.38
2014,March,Small Business,UK,1985,217115.44,35766.32
2014,July,Small Business,Australia,3885,613049.32,151746.34
2014,March,Small Business,Canada,252,28596.49,3269.61
2013,June,Small Business,Germany,4804,840862.87,121538.3
2014,May,Consumer,India,1617,264093.87,30591.86
2014,October,Consumer,Canada,4462,648949.59,71679.6
2013,March,Consumer,USA,719,73545.78,5512.64
2013,October,Corporate,Australia,1814,209130.91,21675.17
2014,March,Home Office,Canada,4843,562065.03,76371.14
2014,March,Small Business,India,616,64818.41,6977.83
2013,October,Home Office,India,1807,139813.56,7607.02
2014,June,Small Business,Australia,3424,167605.82,18273.08
2014,January,Consumer,Germany,3894,64915.38,15323.74
2013,July,Consumer,Australia,2600,287928.57,41344.73
2014,January,Small Business,UK,1274,20625.07,4701.49
2014,January,Corporate,Australia,4015,295554.93,19794.86
2014,December,Home Office,India,409,49334.81,5614.01
2013,July,Home Office,USA,2413,137563.42,26638.87
2013,March,Small Business,Canada,4982,819443.62,107635.97
2014,May,Consumer,Canada,939,50768.81,6109.19
2013,October,Home Office,UK,2597,512455.69,54565.63
2013,December,Consumer,USA,4205,707232.9,40315.73
2014,December,Corporate,India,298,37677.96,8916.33
2013,September,Corporate,USA,1478,116350.98,10459.93
2014,November,Small Business,India,4255,406826.09,56056.92
2014,August,Home Office,Germany,2410,465360.81,50910.2
2013,March,Home Office,Germany,4351,622264.35,47337.22
2014,February,Home Office,India,980,127026.14,18962.64
2014,December,Home Office,USA,2219,400885.16,82699.22
2013,August,Home Office,USA,810,113046.95,25190.63
2013,July,Home Office,Australia,546,90177.09,19529.9
2014,January,Consumer,USA,1523,220880.48,21733.85
2013,January,Consumer,Germany,957,66107.48,3517.45
2013,October,Consumer,Germany,4529,758502.61,81540.93
2014,September,Home Office,Germany,3156,406943.31,77177.48
2013,December,Small Business,UK,769,9780.88,2135.26
2013,December,Home Office,USA,2226,423405.8,44892.35
2014,February,Corporate,UK,4499,572911.51,131738.46
2013,November,Small Business,Germany,2209,411299.76,39560.44
2013,November,Home Office,Germany,1810,258421.77,50689.16
2013,July,Small Business,India,216,27897.44,5913.68
2014,March,Corporate,Canada,4245,150169.15,14005.9
2013,November,Corporate,India,3144,339258.55,40306.86
2014,June,Home Office,Canada,2682,134654.33,17658.35
2014,October,Home Office,UK,4942,282325.72,47481.65
2014,August,Small Business,Canada,2050,267609.38,56235.15
2013,July,Home Office,UK,1289,130559.37,10011.84
2014,February,Home Office,Australia,4710,709639.56,132424.87
2014,December,Consumer,USA,4925,373605.85,71316.84
2014,February,Small Business,USA,4710,526983.08,58410.57
2013,August,Corporate,Canada,2519,314769.32,38732.34
2014,January,Consumer,Australia,4973,458969.63,104944.29
2013,September,Small Business,Germany,1833,89592.67,13924.52
2014,September,Small Business,Germany,3448,150189.82,27360.83
2013,October,Small Business,Australia,2290,282107.56,65198.65
2014,November,Home Office,UK,3853,206257.07,30393.31
2013,August,Corporate,Germany,2741,134011.02,16255.28
2013,January,Small Business,India,3131,560969.13,64441.95
2013,August,Consumer,UK,2197,91611.86,9517.56
2014,August,Home Office,Canada,564,28013.2,6997.22
2013,August,Small Business,Germany,515,93766.71,9432.59
2014,July,Small Business,India,1307,231139.6,43349.43
2013,May,Consumer,Germany,2853,463870.97,103560.31
2013,September,Corporate,Canada,279,50977.75,7098.28
2013,November,Home Office,Australia,2660,177334.58,21021.51
2013,March,Consumer,Canada,133,11859.43,2305.5
2013,May,Home Office,Germany,3063,191356.26,13688.91
2014,January,Home Office,India,4931,88724.87,13681.72
2013,November,Corporate,Canada,2454,71969.68,13834.69
2013,April,Small Business,India,2507,58993.26,12982.06
2014,September,Home Office,Germany,3809,380330.81,87289.46
2014,September,Corporate,USA,2395,368326.8,88398.91
2014,May,Consumer,USA,1761,133877.35,8339.87
2014,January,Home Office,Germany,3256,119289.03,28772.51
2013,December,Corporate,UK,1803,69668.71,6960.55
2014,November,Small Business,India,3809,511626.98,113302.29
2014,November,Corporate,India,1562,103832.49,22561.64
2013,December,Small Business,UK,1817,230203.3,25539.7
2013,February,Consumer,India,3349,495440.3,63027.3
2013,February,Home Office,Canada,3714,629960.55,97069.45
2014,June,Corporate,India,1289,84580.92,17146.12
2013,September,Home Office,Canada,2556,163227.41,17844.45
2014,September,Home Office,India,3565,712817.6,35684.53
2013,September,Corporate,Canada,4443,163253.47,28300.74
2014,July,Consumer,USA,3069,270581.56,30757.7
2014,December,Small Business,India,4060,303352.49,45667.67
2014,December,Corporate,Germany,991,172216.54,15744.29
2014,October,Home Office,UK,176,25744.32,2283.96
2013,December,Corporate,UK,3824,553841.88,94719.17
2014,January,Home Office,USA,143,22727.26,4222.3
2013,October,Home Office,India,2028,73049.21,5546.98
2014,August,Corporate,USA,1916,330982.23,49109.05
2013,October,Corporate,USA,4370,385744.72,28051.02
2014,May,Home Office,USA,833,78061.13,6972.44
2013,October,Small Business,Germany,4213,82611.05,9132.44
2014,January,Corporate,India,4130,690825.29,139500.04
2014,April,Consumer,UK,450,17515.05,1550.25
2013,January,Home Office,Australia,911,33572.34,4532.17
2014,May,Corporate,Germany,1802,39934.08,8758.21
2013,October,Small Business,Canada,781,145215.2,7496.96
2013,November,Corporate,Germany,3240,449111.55,87618.38
2014,July,Corporate,India,1241,86994.62,8029.62
2014,December,Consumer,Australia,2554,423930.28,37732.65
2013,October,Consumer,USA,2776,411115.31,26004.05
2013,May,Small Business,Canada,3228,260948.0,24880.93
2013,February,Home Office,USA,401,75722.69,18714.27
2014,May,Consumer,USA,3127,56742.79,4811.63
2013,February,Corporate,USA,1836,275458.51,68372.4
2013,April,Corporate,India,3971,536444.13,85827.39
2013,January,Small Business,Canada,3975,659352.93,85576.98
2014,March,Small Business,Canada,3157,314221.68,27200.92
2013,July,Home Office,Australia,2761,369003.45,81968.31
2013,November,Corporate,Australia,1020,21175.74,1925.09
2014,September,Corporate,Australia,1141,87344.92,20258.96
2014,February,Corporate,Canada,2613,170034.84,37243.36
2013,October,Consumer,UK,384,46602.8,2650.71
2013,September,Small Business,Germany,3576,180428.32,11827.36
2013,October,Consumer,Germany,3931,196835.36,27185.35
2014,July,Consumer,India,4486,770452.5,149178.16
2013,November,Corporate,Australia,4879,779845.95,176810.53
2013,August,Consumer,USA,3017,116535.19,18670.94
2013,October,Home Office,Germany,4120,363569.71,67350.48
2014,March,Home Office,India,522,19214.78,3344.51
2013,August,Corporate,UK,3378,651516.26,136257.07
2014,December,Home Office,Australia,1854,125182.68,22018.7
2013,November,Corporate,India,304,14615.25,2712.69
2014,February,Home Office,Germany,527,58029.23,11156.28
2013,October,Small Business,India,1073,126446.88,25962.66
2013,December,Corporate,Germany,3123,250696.35,24295.22
2014,December,Corporate,Canada,3722,475779.87,70540.73
2014,November,Corporate,Germany,4223,233172.44,23433.34
2014,April,Corporate,India,3654,597944.84,111524.42
2014,February,Corporate,Germany,3375,508822.57,87776.99
2013,June,Small Business,UK,336,32586.28,4848.71
2014,October,Home Office,Australia,3263,391877.56,76020.64
2014,June,Consumer,India,1984,30286.17,3426.54
2013,January,Home Office,Canada,1663,140556.76,13622.8
2013,December,Consumer,India,4355,866612.91,47310.15
2013,February,Corporate,Germany,2503,345043.19,18860.22
2014,December,Corporate,Germany,2897,434244.26,103523.93
2014,May,Corporate,India,4934,226232.02,21319.17
2013,November,Small Business,Canada,424,62554.82,4668.83
2014,December,Consumer,UK,3437,301655.75,43596.1
2013,February,Home Office,UK,2985,321823.24,25447.93
2014,October,Consumer,USA,135,2108.28,449.41
2014,December,Consumer,Canada,3097,286787.16,63653.9
2013,September,Small Business,India,468,92060.41,21245.5
2014,January,Small Business,Germany,4916,177114.11,24189.65
2013,May,Corporate,India,4299,308773.82,43735.57
2014,March,Corporate,Canada,1992,335339.48,26686.51
2014,June,Consumer,India,4987,399854.26,21106.69
2013,June,Home Office,UK,2192,145805.99,17642.63
2014,March,Small Business,USA,3744,518589.52,118639.97
2014,February,Consumer,UK,224,3199.52,529.13
2014,March,Corporate,Australia,3483,247744.44,36605.57
2014,July,Consumer,Germany,4667,856698.62,108255.14
2014,May,Consumer,UK,1575,126088.66,25992.15
2013,April,Corporate,Germany,4277,324749.07,81159.97
2013,March,Small Business,Canada,2737,245101.79,55121.32
2013,December,Consumer,UK,3128,431819.09,46853.1
2014,July,Consumer,Australia,117,13380.33,1114.76
2014,February,Consumer,India,2447,366468.6,84199.92
2014,July,Corporate,Australia,3740,535923.12,100851.73
2014,October,Consumer,Germany,4854,437837.58,88790.83
2013,February,Home Office,Australia,2575,92385.92,4914.15
2014,March,Corporate,Canada,2304,275552.57,17238.03
2013,February,Small Business,UK,4103,671666.39,134161.81
2013,September,Home Office,Germany,3659,88129.31,21601.39
2014,January,Corporate,Australia,2791,172373.79,34013.7
2013,October,Corporate,Germany,2230,125510.43,14155.05
2014,January,Small Business,Australia,3865,463741.47,97938.98
2013,March,Small Business,USA,4408,710429.63,108061.37
2013,June,Consumer,Australia,283,8100.22,1985.49
2014,January,Home Office,Canada,1516,82491.38,10708.12
2013,April,Consumer,UK,3850,389113.61,87838.19
2013,April,Home Office,Canada,3447,66220.03,13892.32
2014,February,Home Office,UK,2267,287713.65,61967.99
2014,July,Corporate,Germany,3724,710866.31,71145.99
2013,November,Home Office,USA,2499,297808.99,27946.23
2013,October,Small Business,UK,724,92362.79,22416.58
2014,August,Corporate,USA,1696,183584.67,26661.78
2013,August,Home Office,Canada,4866,174932.75,30921.97
2013,September,Corporate,India,1549,230389.56,24674.95
2014,October,Corporate,UK,4365,66067.53,13987.5
2013,December,Consumer,India,4792,721060.25,79460.66
2013,October,Consumer,Germany,1822,168359.65,15917.11
2014,October,Small Business,Canada,2519,188231.15,40133.35
2014,October,Consumer,UK,2329,144448.64,12123.62
2014,June,Consumer,USA,1857,289405.17,39695.88
2013,July,Consumer,USA,1613,25887.42,3167.78
2014,October,Home Office,Australia,2218,186780.45,38857.02
2013,February,Home Office,India,1501,153996.05,11809.89
2014,April,Corporate,UK,3866,514952.97,62754.9
2014,November,Corporate,Australia,3302,437462.05,82052.47
2014,April,Small Business,Germany,4663,634665.82,52651.64
2014,March,Home Office,India,3898,675065.25,64155.26
2014,December,Corporate,USA,2809,410668.68,66035.37
2014,April,Corporate,USA,429,46630.34,9158.57
2014,January,Consumer,Canada,1852,210273.45,44025.0
2014,March,Corporate,Germany,4614,228978.13,15187.87
2013,June,Corporate,Germany,2943,59233.71,11295.35
2013,November,Home Office,UK,472,56906.22,13493.42
2014,September,Corporate,Australia,318,52700.23,10235.16
2013,August,Corporate,UK,1374,103944.94,18287.03
2014,March,Consumer,USA,4185,339949.23,78134.34
2014,February,Home Office,Australia,1485,20696.11,4527.72
2013,January,Small Business,India,3952,514814.65,51420.21
2014,November,Consumer,Australia,1767,266490.93,43112.58
2013,January,Home Office,UK,3727,695879.36,41134.88
2014,August,Consumer,UK,2715,312932.26,40796.26
2013,July,Home Office,India,1384,36705.44,2300.61
2014,June,Home Office,USA,3395,373790.41,35594.88
2014,December,Small Business,Germany,2302,29531.39,4179.15
2013,November,Consumer,Australia,2143,34745.65,2345.31
2013,March,Home Office,USA,2536,444540.48,49976.22
2014,April,Small Business,Germany,866,67283.96,12267.06
2014,February,Small Business,India,525,97695.0,6356.49
2013,June,Corporate,Germany,3407,242890.97,20713.89
2013,December,Corporate,Canada,1010,33907.81,7162.15
2013,April,Home Office,USA,343,30895.2,7536.32
2013,January,Consumer,India,2590,206734.77,19988.18
2013,August,Consumer,USA,1307,234489.51,43371.12
2014,September,Small Business,UK,3350,399799.36,30179.74
2013,October,Small Business,Australia,306,23233.24,5384.81
2014,May,Home Office,India,2459,265108.5,22524.85
2014,April,Consumer,Germany,2022,142936.65,32710.98
2013,March,Small Business,USA,3185,72997.85,10341.4
2013,August,Home Office,Germany,2533,250823.39,61400.95
2014,May,Corporate,UK,1490,89722.82,19262.53
2013,February,Home Office,USA,613,19909.03,3103.52
2014,July,Consumer,UK,1573,164286.71,31286.39
2013,June,Consumer,USA,3812,608899.57,101957.87
2013,September,Consumer,USA,2680,462339.59,112370.6
2013,May,Consumer,Australia,3442,660738.13,130965.43
2013,June,Small Business,USA,2347,375719.26,34000.85
2014,October,Corporate,India,2406,103510.49,11471.22
2014,January,Corporate,Canada,509,24024.67,1844.31
2014,February,Corporate,India,3065,607758.12,119939.98
2013,September,Corporate,India,1490,64784.9,8670.98
2013,December,Home Office,USA,3652,211533.23,36136.82
2013,June,Home Office,UK,4667,499026.96,36643.94
2013,July,Consumer,Canada,1982,200444.49,21426.18
2014,September,Small Business,Canada,2571,76209.97,8283.46
2013,November,Home Office,Canada,2514,429289.78,40483.31
2014,September,Corporate,India,2635,44434.46,8635.96
2013,August,Corporate,India,2041,25266.27,2568.13
2014,February,Consumer,Germany,1815,154619.67,26103.77
2014,February,Home Office,USA,340,49380.35,6999.4
2014,March,Home Office,Canada,2512,251397.16,20751.45
